session_id,duration,event_count,prop_Information,prop_Warning,prop_Error,top_transition_src,top_transition_dest,top_transition_freq,error_persistence,label
887,15.783333333333333,51,0.9411764705882353,0.058823529411764705,0.0,0,0,0.14,0,0
888,1.8333333333333333,59,0.3898305084745763,0.6101694915254238,0.0,10010,10010,0.5,0,0
889,7.183333333333334,14,1.0,0.0,0.0,16394,15,0.07692307692307693,0,0
890,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
891,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
892,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
893,4.383333333333334,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
894,0.0,3,1.0,0.0,0.0,0,0,1.0,0,0
895,0.0,3,1.0,0.0,0.0,0,0,1.0,0,0
896,8.616666666666667,9,0.8888888888888888,0.0,0.1111111111111111,16394,16384,0.5,0,0
897,1.1,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
898,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
899,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
900,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
901,0.5333333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
902,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
903,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
904,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
905,4.083333333333333,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
906,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
907,1.5333333333333334,67,1.0,0.0,0.0,1,1,0.9696969696969697,0,0
908,1.4166666666666667,67,1.0,0.0,0.0,1,1,0.9696969696969697,0,0
909,2.066666666666667,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
910,0.016666666666666666,65,1.0,0.0,0.0,1,1,1.0,0,0
911,0.0,3,1.0,0.0,0.0,0,0,1.0,0,0
912,7.483333333333333,68,1.0,0.0,0.0,1,1,0.9402985074626866,0,0
913,1.2666666666666666,66,1.0,0.0,0.0,1,1,0.9692307692307692,0,0
914,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
915,0.016666666666666666,64,1.0,0.0,0.0,1,1,1.0,0,0
916,11.683333333333334,7,1.0,0.0,0.0,16394,16384,0.5,0,0
917,0.25,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,5612,1001,0.5,0,0
918,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
919,10.95,30,0.3,0.7,0.0,10010,10010,0.5517241379310345,0,0
920,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
921,5.8,62,1.0,0.0,0.0,1,1,0.9180327868852459,0,0
922,0.3,18,0.7777777777777778,0.0,0.2222222222222222,0,0,0.29411764705882354,1,0
923,6.533333333333333,41,0.926829268292683,0.07317073170731707,0.0,0,0,0.175,0,0
924,3.1666666666666665,3,1.0,0.0,0.0,15,16394,0.5,0,0
925,0.0,56,1.0,0.0,0.0,1,1,1.0,0,0
926,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
927,2.2333333333333334,4,0.25,0.75,0.0,1008,1008,0.6666666666666666,0,0
928,7.766666666666667,7,1.0,0.0,0.0,16394,16384,0.3333333333333333,0,0
929,9.5,58,1.0,0.0,0.0,1,1,0.9298245614035088,0,0
930,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
931,0.5833333333333334,4,1.0,0.0,0.0,1,1,0.3333333333333333,0,0
932,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
933,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
934,3.433333333333333,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
935,0.0,3,1.0,0.0,0.0,0,0,1.0,0,0
936,0.0,3,1.0,0.0,0.0,0,0,1.0,0,0
937,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
938,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
939,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
940,0.5666666666666667,23,0.13043478260869565,0.8695652173913043,0.0,10010,10010,0.6363636363636364,0,0
941,2.566666666666667,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
942,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
943,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
944,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
945,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
946,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
947,4.316666666666666,8,1.0,0.0,0.0,0,0,0.7142857142857143,0,0
948,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
949,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
950,1.8333333333333333,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
951,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
952,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
953,1.3333333333333333,28,0.32142857142857145,0.6785714285714286,0.0,10010,10010,0.48148148148148145,0,0
954,0.7333333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
955,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
956,4.133333333333334,25,0.2,0.8,0.0,10010,10010,0.625,0,0
957,6.666666666666667,6,1.0,0.0,0.0,16394,16384,0.6,0,0
958,5.366666666666666,5,1.0,0.0,0.0,0,0,0.5,0,0
959,2.5833333333333335,9,1.0,0.0,0.0,0,0,0.25,0,0
960,9.766666666666667,5,1.0,0.0,0.0,16394,16384,0.5,0,0
961,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
962,0.016666666666666666,4,1.0,0.0,0.0,0,0,0.6666666666666666,0,0
963,12.383333333333333,56,0.39285714285714285,0.6071428571428571,0.0,10010,10010,0.5454545454545454,0,0
964,1.0833333333333333,3,1.0,0.0,0.0,16394,16384,0.5,0,0
965,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
966,0.0,3,0.0,1.0,0.0,1008,1008,1.0,0,0
967,0.55,2,1.0,0.0,0.0,16394,16384,1.0,0,0
968,0.16666666666666666,7,1.0,0.0,0.0,0,0,0.6666666666666666,0,0
969,10.883333333333333,54,0.5185185185185185,0.48148148148148145,0.0,10010,10010,0.2641509433962264,0,0
970,1.5166666666666666,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
971,0.08333333333333333,4,1.0,0.0,0.0,258,258,0.3333333333333333,0,0
972,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
973,1.2,8,1.0,0.0,0.0,1003,1003,0.42857142857142855,0,0
974,0.016666666666666666,54,1.0,0.0,0.0,1,1,1.0,0,0
975,2.2333333333333334,55,1.0,0.0,0.0,1,1,0.9444444444444444,0,0
976,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
977,4.1,5,1.0,0.0,0.0,0,0,0.5,0,0
978,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
979,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
980,9.25,7,1.0,0.0,0.0,16394,16384,0.5,0,0
981,0.6,2,1.0,0.0,0.0,16394,16384,1.0,0,0
982,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
983,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
984,0.016666666666666666,52,1.0,0.0,0.0,1,1,1.0,0,0
985,0.016666666666666666,52,1.0,0.0,0.0,1,1,1.0,0,0
986,0.4666666666666667,15,0.7333333333333333,0.0,0.26666666666666666,1000,1000,0.21428571428571427,1,0
987,0.38333333333333336,11,1.0,0.0,0.0,0,0,0.5,0,0
988,2.6333333333333333,33,0.9090909090909091,0.09090909090909091,0.0,0,0,0.25,0,0
989,5.85,8,1.0,0.0,0.0,16394,16384,0.42857142857142855,0,0
990,0.18333333333333332,19,0.15789473684210525,0.8421052631578947,0.0,10010,10010,0.8333333333333334,0,0
991,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
992,598.1333333333333,7862,0.031289748155685575,0.004706181633172221,0.9640040702111422,7023,7031,0.39982190560997327,1,0
993,0.0,3,0.0,1.0,0.0,1008,1008,1.0,0,0
994,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
995,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
996,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
997,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
998,2.8,37,0.32432432432432434,0.6486486486486487,0.02702702702702703,10010,10010,0.5,0,0
999,6.816666666666666,9,0.8888888888888888,0.1111111111111111,0.0,16394,16384,0.125,0,0
1000,3.8666666666666667,4,1.0,0.0,0.0,9008,9007,0.6666666666666666,0,0
1001,14.05,36,0.9722222222222222,0.027777777777777776,0.0,0,0,0.2,0,0
1002,2.7666666666666666,4,1.0,0.0,0.0,9008,9007,0.6666666666666666,0,0
1003,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1004,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1005,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1006,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1007,41.8,47,1.0,0.0,0.0,9008,9007,0.3695652173913043,0,0
1008,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1009,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1010,4.183333333333334,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1011,1.35,129,0.4108527131782946,0.31007751937984496,0.27906976744186046,100,100,0.1640625,1,0
1012,482.6666666666667,6437,0.04769302470094765,0.004815908031691782,0.9474910672673605,7023,7031,0.387041640770665,1,0
1013,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1014,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1015,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1016,3.9166666666666665,11,1.0,0.0,0.0,566,507,0.1,0,0
1017,1.8833333333333333,9,0.6666666666666666,0.3333333333333333,0.0,1008,1008,0.25,0,0
1018,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1019,7.65,7,1.0,0.0,0.0,7040,16394,0.16666666666666666,0,0
1020,6.383333333333334,22,0.7272727272727273,0.2727272727272727,0.0,10010,10010,0.19047619047619047,0,0
1021,13.466666666666667,23,0.7391304347826086,0.2608695652173913,0.0,0,0,0.09090909090909091,0,0
1022,0.15,6,0.5,0.5,0.0,10010,10010,0.4,0,0
1023,0.26666666666666666,9,0.8888888888888888,0.0,0.1111111111111111,566,506,0.125,0,0
1024,0.35,9,0.8888888888888888,0.0,0.1111111111111111,566,507,0.125,0,0
1025,0.45,13,1.0,0.0,0.0,0,0,0.16666666666666666,0,0
1026,100.78333333333333,1514,0.08850726552179657,0.047556142668428,0.8639365918097754,7023,7031,0.3536021150033047,1,0
1027,323.35,4806,0.08843112775697046,0.010403662089055347,0.9011652101539742,7023,7031,0.36815816857440165,1,0
1028,71.78333333333333,1449,0.3305728088336784,0.011042097998619738,0.6583850931677019,7023,7031,0.26312154696132595,1,0
1029,181.98333333333332,2680,0.10708955223880597,0.0070895522388059705,0.8858208955223881,7023,7031,0.3650615901455767,1,0
1030,7.15,5,0.4,0.4,0.2,1014,1014,0.25,0,0
1031,3.9,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1032,5.85,222,1.0,0.0,0.0,2,2,0.46153846153846156,0,0
1033,0.3333333333333333,3,0.6666666666666666,0.3333333333333333,0.0,7040,4003,0.5,0,0
1034,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1035,16.516666666666666,59,1.0,0.0,0.0,1001,1001,0.06896551724137931,0,0
1036,0.2,3,1.0,0.0,0.0,4,4,1.0,0,0
1037,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1038,2.566666666666667,2,0.0,0.0,1.0,10010,10010,1.0,1,0
1039,3.25,116,0.27586206896551724,0.7241379310344828,0.0,10010,10010,0.5826086956521739,0,0
1040,4.616666666666666,3,1.0,0.0,0.0,9008,9007,0.5,0,0
1041,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1042,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1043,0.08333333333333333,2,1.0,0.0,0.0,9008,9007,1.0,0,0
1044,10.766666666666667,16,1.0,0.0,0.0,16394,16384,0.26666666666666666,0,0
1045,1.5666666666666667,4,0.5,0.5,0.0,4205,16394,0.3333333333333333,0,0
1046,0.1,2,1.0,0.0,0.0,9008,9007,1.0,0,0
1047,0.6833333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1048,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1049,0.1,2,1.0,0.0,0.0,9008,9007,1.0,0,0
1050,2.85,13,1.0,0.0,0.0,16394,16384,0.16666666666666666,0,0
1051,0.5666666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1052,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1053,1.55,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1054,1.55,33,0.8484848484848485,0.12121212121212122,0.030303030303030304,16,16,0.53125,0,0
1055,7.333333333333333,88,0.9886363636363636,0.0,0.011363636363636364,1004,1004,0.632183908045977,0,0
1056,0.15,2,0.0,1.0,0.0,1014,1014,1.0,0,0
1057,0.5,5,1.0,0.0,0.0,16394,1034,0.25,0,0
1058,0.5,3,1.0,0.0,0.0,16394,16,0.5,0,0
1059,0.11666666666666667,9,1.0,0.0,0.0,0,0,0.25,0,0
1060,59.8,477,0.1509433962264151,0.07966457023060797,0.7693920335429769,7023,7031,0.31512605042016806,1,0
1061,5.966666666666667,63,0.3333333333333333,0.6190476190476191,0.047619047619047616,10010,10010,0.46774193548387094,1,0
1062,1.7,10,0.6,0.1,0.3,1003,1003,0.3333333333333333,1,0
1063,0.03333333333333333,2,1.0,0.0,0.0,15,15,1.0,0,0
1064,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1065,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1066,1.5166666666666666,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1067,0.05,3,1.0,0.0,0.0,566,506,0.5,0,0
1068,0.0,2,0.5,0.0,0.5,1002,4622,1.0,0,0
1069,6.6,38,0.42105263157894735,0.5526315789473685,0.02631578947368421,10010,10010,0.40540540540540543,0,0
1070,0.55,3,0.6666666666666666,0.3333333333333333,0.0,9008,9007,0.5,0,0
1071,3.55,18,0.8888888888888888,0.05555555555555555,0.05555555555555555,44,44,0.17647058823529413,0,0
1072,0.05,3,1.0,0.0,0.0,566,506,0.5,0,0
1073,3.8333333333333335,88,0.36363636363636365,0.625,0.011363636363636364,10010,10010,0.5402298850574713,0,0
1074,4.15,3,0.6666666666666666,0.3333333333333333,0.0,10016,16394,0.5,0,0
1075,5.05,3,1.0,0.0,0.0,7040,16394,0.5,0,0
1076,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1077,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1078,2.9166666666666665,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1079,0.5666666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1080,5.933333333333334,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1081,3.066666666666667,3,0.3333333333333333,0.6666666666666666,0.0,1014,134,0.5,0,0
1082,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1083,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1084,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1085,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1086,4.516666666666667,6,1.0,0.0,0.0,16394,16384,0.6,0,0
1087,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1088,3.316666666666667,2,1.0,0.0,0.0,7040,7040,1.0,0,0
1089,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1090,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1091,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1092,0.55,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1093,12.283333333333333,17,1.0,0.0,0.0,16394,16384,0.25,0,0
1094,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1095,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1096,0.1,2,1.0,0.0,0.0,9008,9007,1.0,0,0
1097,6.0,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1098,5.416666666666667,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1099,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1100,2.5833333333333335,7,1.0,0.0,0.0,16394,16384,0.3333333333333333,0,0
1101,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1102,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1103,3.716666666666667,50,0.64,0.02,0.34,1000,1000,0.16326530612244897,1,0
1104,15.65,581,0.7280550774526678,0.04130808950086059,0.2306368330464716,7023,7031,0.07758620689655173,1,0
1105,0.15,7,1.0,0.0,0.0,506,566,0.16666666666666666,0,0
1106,0.0,4,0.25,0.75,0.0,1008,1008,0.6666666666666666,0,0
1107,4.15,95,0.25263157894736843,0.7473684210526316,0.0,10010,10010,0.6170212765957447,0,0
1108,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1109,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1110,7.266666666666667,6,0.6666666666666666,0.3333333333333333,0.0,16394,16384,0.4,0,0
1111,6.116666666666666,10,0.8,0.1,0.1,1003,1003,0.2222222222222222,0,0
1112,6.016666666666667,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1113,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1114,0.7166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1115,0.6333333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1116,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1117,14.15,19,0.8947368421052632,0.10526315789473684,0.0,0,0,0.2777777777777778,0,0
1118,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1119,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1120,1.0166666666666666,9,1.0,0.0,0.0,507,566,0.125,0,0
1121,0.7,26,0.2692307692307692,0.7307692307692307,0.0,10010,10010,0.6,0,0
1122,2.683333333333333,4,0.0,1.0,0.0,1014,1014,1.0,0,0
1123,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1124,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1125,28.066666666666666,54,0.8333333333333334,0.07407407407407407,0.09259259259259259,0,0,0.20754716981132076,1,0
1126,7.066666666666666,43,1.0,0.0,0.0,0,0,0.19047619047619047,0,0
1127,4.383333333333334,3,1.0,0.0,0.0,16394,16384,0.5,0,0
1128,0.9833333333333333,29,0.3448275862068966,0.6551724137931034,0.0,10010,10010,0.5357142857142857,0,0
1129,0.5333333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1130,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1131,7.333333333333333,28,0.9642857142857143,0.03571428571428571,0.0,0,0,0.6666666666666666,0,0
1132,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1133,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1134,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1135,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1136,2.95,2,1.0,0.0,0.0,0,7045,1.0,0,0
1137,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1138,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1139,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1140,0.016666666666666666,7,1.0,0.0,0.0,326,102,0.16666666666666666,0,0
1141,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1142,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1143,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1144,4.6,3,1.0,0.0,0.0,158,16394,0.5,0,0
1145,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1146,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1147,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1148,0.5333333333333333,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1149,6.466666666666667,9,1.0,0.0,0.0,16394,44,0.125,0,0
1150,5.283333333333333,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1151,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1152,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1153,8.233333333333333,12,1.0,0.0,0.0,16394,16384,0.2727272727272727,0,0
1154,0.43333333333333335,26,0.8461538461538461,0.038461538461538464,0.11538461538461539,1074,2,0.04,1,0
1155,59.4,1427,0.1800981079187106,0.023125437981779958,0.7967764540995095,7023,7031,0.32538569424964936,1,0
1156,4.116666666666666,214,0.9392523364485982,0.04205607476635514,0.014018691588785047,55,55,0.0892018779342723,1,0
1157,11.233333333333333,224,0.9330357142857143,0.044642857142857144,0.017857142857142856,55,55,0.08968609865470852,1,0
1158,16.616666666666667,53,0.33962264150943394,0.660377358490566,0.0,10010,10010,0.4807692307692308,0,0
1159,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1160,20.216666666666665,358,0.9916201117318436,0.008379888268156424,0.0,1,1,0.5714285714285714,0,0
1161,0.0,103,1.0,0.0,0.0,2,2,1.0,0,0
1162,0.2833333333333333,2,1.0,0.0,0.0,158,7040,1.0,0,0
1163,10.033333333333333,12,0.9166666666666666,0.0,0.08333333333333333,16394,16384,0.2727272727272727,0,0
1164,4.533333333333333,4,1.0,0.0,0.0,7040,158,0.3333333333333333,0,0
1165,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1166,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1167,5.3,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1168,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1169,2.7,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1170,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1171,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1172,8.0,7,1.0,0.0,0.0,16394,16384,0.3333333333333333,0,0
1173,2.65,4,1.0,0.0,0.0,16394,16384,0.6666666666666666,0,0
1174,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1175,9.633333333333333,7,0.7142857142857143,0.2857142857142857,0.0,1014,566,0.16666666666666666,0,0
1176,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1177,0.7333333333333333,2,0.5,0.5,0.0,16394,134,1.0,0,0
1178,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1179,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1180,1.1666666666666667,2,0.5,0.5,0.0,7040,134,1.0,0,0
1181,3.5,52,0.9807692307692307,0.019230769230769232,0.0,29,28,0.0784313725490196,0,0
1182,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1183,0.65,2,0.5,0.5,0.0,134,7040,1.0,0,0
1184,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1185,0.38333333333333336,2,0.5,0.5,0.0,16394,134,1.0,0,0
1186,1.7666666666666666,2,0.5,0.5,0.0,134,16384,1.0,0,0
1187,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1188,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1189,0.7666666666666667,2,0.0,1.0,0.0,134,134,1.0,0,0
1190,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1191,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1192,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1193,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1194,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1195,1.25,13,1.0,0.0,0.0,566,507,0.08333333333333333,0,0
1196,19.466666666666665,303,0.7161716171617162,0.2739273927392739,0.006600660066006601,10010,10010,0.2185430463576159,1,0
1197,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1198,4.35,10,0.9,0.1,0.0,17,17,0.2222222222222222,0,0
1199,5.433333333333334,15,0.8666666666666667,0.06666666666666667,0.06666666666666667,0,0,0.14285714285714285,0,0
1200,0.13333333333333333,5,1.0,0.0,0.0,566,506,0.25,0,0
1201,29.75,263,0.8250950570342205,0.155893536121673,0.015209125475285171,10010,10010,0.09923664122137404,1,0
1202,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1203,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1204,8.933333333333334,5,1.0,0.0,0.0,16394,16384,0.5,0,0
1205,5.516666666666667,8,1.0,0.0,0.0,16394,16384,0.2857142857142857,0,0
1206,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1207,0.5666666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1208,0.016666666666666666,4,1.0,0.0,0.0,0,0,0.6666666666666666,0,0
1209,17.683333333333334,23,1.0,0.0,0.0,0,0,0.5454545454545454,0,0
1210,0.0,1,0.0,1.0,0.0,0,0,0.0,0,0
1211,0.9333333333333333,7,0.0,1.0,0.0,1014,1014,1.0,0,0
1212,2.85,6,1.0,0.0,0.0,0,105,0.2,0,0
1213,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1214,0.65,4,0.25,0.75,0.0,1014,1014,0.3333333333333333,0,0
1215,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1216,4.983333333333333,17,0.9411764705882353,0.058823529411764705,0.0,16394,16384,0.125,0,0
1217,0.0,4,1.0,0.0,0.0,0,0,0.6666666666666666,0,0
1218,0.5,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1219,0.08333333333333333,2,1.0,0.0,0.0,9008,9007,1.0,0,0
1220,0.13333333333333333,4,1.0,0.0,0.0,566,506,0.3333333333333333,0,0
1221,3.2666666666666666,61,0.5409836065573771,0.45901639344262296,0.0,10010,10010,0.4,0,0
1222,0.21666666666666667,11,1.0,0.0,0.0,506,507,0.1,0,0
1223,2.5833333333333335,57,0.2631578947368421,0.7368421052631579,0.0,10010,10010,0.6428571428571429,0,0
1224,14.883333333333333,264,0.8295454545454546,0.1590909090909091,0.007575757575757576,10010,10010,0.09125475285171103,1,0
1225,5.1,3,0.6666666666666666,0.3333333333333333,0.0,10016,7040,0.5,0,0
1226,4.966666666666667,5,0.4,0.6,0.0,1014,1014,0.5,0,0
1227,2.1166666666666667,2,1.0,0.0,0.0,7040,7040,1.0,0,0
1228,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1229,4.05,3,1.0,0.0,0.0,16394,16384,0.5,0,0
1230,0.5,11,1.0,0.0,0.0,16,16394,0.1,0,0
1231,2.5166666666666666,7,1.0,0.0,0.0,0,0,0.8333333333333334,0,0
1232,5.216666666666667,3,1.0,0.0,0.0,16394,16384,0.5,0,0
1233,0.0,3,0.0,1.0,0.0,1008,1008,1.0,0,0
1234,0.0,1,1.0,0.0,0.0,0,0,0.0,0,0
1235,0.5166666666666667,2,1.0,0.0,0.0,16394,16384,1.0,0,0
1236,4.216666666666667,5,0.2,0.8,0.0,1008,1008,0.75,0,0
